Title,Yapımşirketi,Yönetmen,Sezonsayısı,Tür,Kanal,Başrol,Başlangıç_Yılı
Kuruntu Ailesi,TRT,Uğur Erkır,5,Komedi - Sitcom,TRT 1,Gazanfer Özcan - Gönül Ülkü - Doğu Erkan - Gazanfer Ündüz - Fulya Özcan - Zihni Göktay - Can Kolukısa,1985
Karışık İş,Ay Yapım,Uğur Erkır,1,Komedi,Star TV,Gazanfer Özcan - Gönül Ülkü - Füsun Önal - İsmail İncekara - Saltuk Kaplangı - Gazanfer Ündüz - Fulya Özcan - Çiçek Dilligil - Göksel Kortay,1991
Zapping Ailesi,Vipsaş,Naci Çelik,1,Aile - Komedi,Kanal D,Selma Güneri - Saadettin Erbil - Tuna Arman - Tuncay Özinel - Engin Tezel - Aytek Yılmaz,1993
Yazlıkçılar,Bugay Yapım,Yalçın Yelence,6,Aile - Komedi - Macera - Duygusal,TRT 1 -    - Star TV,Engin Şenkan - Ayşe Kökçü - Ercan Yazgan - Sıdıka Şenkan - Güzin Özipek,1993
Savcı,Par Productions,Kadir İnanır,1,Politik - Macera,Star TV,Kadir İnanır - Ani İpekkaya - Aylin Arasıl - Diler Saraç - Gökhan Mete - Mustafa Alabora - İsmet Ay,1992
Kimse Durduramaz,Star 1,Uğur Erkır,1,Komedi,Star TV,Gazanfer Özcan - Gönül Ülkü - Rıza Pekkutsal - Göksel Kortay - Gazanfer Ündüz - Fulya Özcan - Saltuk Kaplangı - Zihni Küçümen - Selahattin Taşdöğen,1991
Kahraman Damat,Star 1,Uğur Erkır,1,Komedi,Star TV,Gazanfer Özcan - Gönül Ülkü - Halit Akçatepe - Tolga Aşkıner - Nilgün Belgün - Toygun Ateş - Rıza Pekkutsal,1992
Yasemince,Erler Film, Mustafa Şevki Doğan - Kartal Tibet,12,Komedi,Show TV -   - atv -   - Kanal D -   - Star TV -   - FOX -   - Kanal 7 -   -  - Kanaltürk,Yasemin Yalçın - İlyas İlbey,1993
Laf Lafı Açıyor,Medyapım,Cem Özer,3,Komedi - Talkshow,Kanal D,Cem Özer - Müjdat Gezen - Cenk Koray,1991
Ben Olsaydım,STR Film,Uğur Erkır,1,Komedi - Sitcom,TRT 1,Gazanfer Özcan - Gönül Ülkü - Hadi Çaman - Saltuk Kaplangı - Doğu Erkan - Cengiz Keskinkılıç - Osman Gidişoğlu - Erdoğan Dikmen - Aliye Tölak,1991
Aysarının Zilleri,TRT,Şahin Gök,1,Dram,TRT 1,Yalçın Dümer Engin İnal Levent İnanır,1992
Kızlar Yurdu,Arajans,Kartal Tibet - (1-19) - Taner Akvardar - (20-26),1,Aile - Komedi,Teleon,Perran Kutman - Alev Emre - Ali Berge - Özdemir Han - Ali Karagöz - Anıl Dalgıç,1992
Geçmiş Bahar Mimozaları,TRT,Okan Uysaler,1,Dram - Psikolojik,TRT 1,Filiz Akın - Rutkay Aziz - Ceylan Palay - Müşfik Kenter - Güler Ökten - Nurseli İdiz - Musa Uzunlar,1989
Gençler,TRT,Adem Kılıç,1,Duygusal - Gençlik - Komedi,TRT 1,Ziya Kürküt - Fikret Kuşkan - Oktay Kaynarca - Bilge Parlak - Melike Altunbaran - Zeynep Özden Ayyıldız - Çetin Etili,1989
Taşların Sırrı,Star 1,Yusuf Kurçenli,1,Gizem kurgu - Fantezi - Macera,Star TV,Tarık Akan - Ayşegül Aldinç - Merih Akalın - Tuncer Necmioğlu - Bilge Zobu - Ali Çoban - Coşkun Göğen - Menderes Samancılar,1992
Kanun Savaşçıları,TRT,Emin Gerçeker,1,Aksiyon - Macera - Polisiye,TRT 1,Serdar Gökhan - Eşref Kolçak - Özlem Savaş - Yusuf Sezgin - Savaş Akova - Orsel Sonat - Sermin Karaali - Perin Karaali - Tanju Şarman,1989
Mahallenin Muhtarları,Replik Yapım,Oğuz Yalçın - Filiz Kaynak - Avni Kütükoğlu - Nursan Esenboğa,10,Aile,Kanal 6 -   - atv -   - Kanal D -   - Star TV,Aydan Burhan - Erkan Can - Cihat Tamer - Işık Aras - Goncagül Sunar - Esra Akkaya - Nedret Özbek - Leman Çıdamlı - Filiz Taçbaş,1992
Saygılar Bizden,Bugay Yapım,Zeki Ökten,1,Dram - Komedi - Politika,InterSTAR,Kemal Sunal - Jülide Kural - Selma Tarcan - Yaman Tarcan - Nur Gürkan - Alev Oraloğlu - Tuncer Necmioğlu - Zafer Algöz - Yaman Okay - Güler Ökten - Ozan Bilen - Orhan Çağman - Kutay Köktürk - Erdinç Dinçer,1992
Gerçek Kesit,Flash TV,Erbay Gül,13,Gerilim - Aksiyon - Dram - Absürt komedi,Flash TV,Cahit Kaşıkçılar - Cevat Dinçer - Mehmet Vanlıoğlu,1993
Eşref Saati,Pana Film,Ümit Volkan,2,Komedi,Kanal D,Tuluğ Çizgen - Cihat Tamer - Suna Yıldızoğlu - Suat Sungur - Arzu Atalay - Hadi Çaman,1993
